Disturbance 1: {'Ti': [350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 352.21977257492216, 352.21977257492216, 352.21977257492216, 352.21977257492216, 352.21977257492216, 352.21977257492216, 352.21977257492216, 352.21977257492216, 352.21977257492216, 352.21977257492216, 352.21977257492216, 352.21977257492216, 352.21977257492216, 352.21977257492216, 352.21977257492216, 352.21977257492216, 352.21977257492216, 352.21977257492216, 352.21977257492216, 352.21977257492216, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350]}
Disturbance 2: {'Ti': [350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350.20869569348264, 350.20869569348264, 350.20869569348264, 350.20869569348264, 350.20869569348264, 350.20869569348264, 350.20869569348264, 350.20869569348264, 350.20869569348264, 350.20869569348264, 350.20869569348264, 350.20869569348264, 350.20869569348264, 350.20869569348264, 350.20869569348264, 350.20869569348264, 350.20869569348264, 350.20869569348264, 350.20869569348264, 350.20869569348264, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350]}
Disturbance 3: {'Ti': [350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 353.6018176303539, 353.6018176303539, 353.6018176303539, 353.6018176303539, 353.6018176303539, 353.6018176303539, 353.6018176303539, 353.6018176303539, 353.6018176303539, 353.6018176303539, 353.6018176303539, 353.6018176303539, 353.6018176303539, 353.6018176303539, 353.6018176303539, 353.6018176303539, 353.6018176303539, 353.6018176303539, 353.6018176303539, 353.6018176303539, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350]}
Disturbance 4: {'Ti': [350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 346.0042224286766, 346.0042224286766, 346.0042224286766, 346.0042224286766, 346.0042224286766, 346.0042224286766, 346.0042224286766, 346.0042224286766, 346.0042224286766, 346.0042224286766, 346.0042224286766, 346.0042224286766, 346.0042224286766, 346.0042224286766, 346.0042224286766, 346.0042224286766, 346.0042224286766, 346.0042224286766, 346.0042224286766, 346.0042224286766, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350]}
Disturbance 5: {'Ti': [350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 348.887620987092, 348.887620987092, 348.887620987092, 348.887620987092, 348.887620987092, 348.887620987092, 348.887620987092, 348.887620987092, 348.887620987092, 348.887620987092, 348.887620987092, 348.887620987092, 348.887620987092, 348.887620987092, 348.887620987092, 348.887620987092, 348.887620987092, 348.887620987092, 348.887620987092, 348.887620987092, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350]}
Disturbance 6: {'Ti': [350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 348.48525866104285, 348.48525866104285, 348.48525866104285, 348.48525866104285, 348.48525866104285, 348.48525866104285, 348.48525866104285, 348.48525866104285, 348.48525866104285, 348.48525866104285, 348.48525866104285, 348.48525866104285, 348.48525866104285, 348.48525866104285, 348.48525866104285, 348.48525866104285, 348.48525866104285, 348.48525866104285, 348.48525866104285, 348.48525866104285, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350]}
Disturbance 7: {'Ti': [350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 351.1930511676578, 351.1930511676578, 351.1930511676578, 351.1930511676578, 351.1930511676578, 351.1930511676578, 351.1930511676578, 351.1930511676578, 351.1930511676578, 351.1930511676578, 351.1930511676578, 351.1930511676578, 351.1930511676578, 351.1930511676578, 351.1930511676578, 351.1930511676578, 351.1930511676578, 351.1930511676578, 351.1930511676578, 351.1930511676578, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350]}
Disturbance 8: {'Ti': [350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 352.71148150136077, 352.71148150136077, 352.71148150136077, 352.71148150136077, 352.71148150136077, 352.71148150136077, 352.71148150136077, 352.71148150136077, 352.71148150136077, 352.71148150136077, 352.71148150136077, 352.71148150136077, 352.71148150136077, 352.71148150136077, 352.71148150136077, 352.71148150136077, 352.71148150136077, 352.71148150136077, 352.71148150136077, 352.71148150136077, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350]}
Disturbance 9: {'Ti': [350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350.59445576692394, 350.59445576692394, 350.59445576692394, 350.59445576692394, 350.59445576692394, 350.59445576692394, 350.59445576692394, 350.59445576692394, 350.59445576692394, 350.59445576692394, 350.59445576692394, 350.59445576692394, 350.59445576692394, 350.59445576692394, 350.59445576692394, 350.59445576692394, 350.59445576692394, 350.59445576692394, 350.59445576692394, 350.59445576692394, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350]}
Disturbance 10: {'Ti': [350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 353.2452017369738, 353.2452017369738, 353.2452017369738, 353.2452017369738, 353.2452017369738, 353.2452017369738, 353.2452017369738, 353.2452017369738, 353.2452017369738, 353.2452017369738, 353.2452017369738, 353.2452017369738, 353.2452017369738, 353.2452017369738, 353.2452017369738, 353.2452017369738, 353.2452017369738, 353.2452017369738, 353.2452017369738, 353.2452017369738, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350, 350]}
